ad_id,provider,target_age,impressions,spend,headline,body
ad_1748,Sezzle,18-24,5393,3026.73,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1749,Afterpay,55-64,11126,92.42,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_1750,Klarna,25-34,4172,3525.38,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1751,Sezzle,18-24,1426,4771.91,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1752,Zip,25-34,2785,1069.82,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1753,Zip,18-24,10123,2552.65,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1754,PayPal Pay Later,45-54,233,851.74,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_1755,PayPal Pay Later,35-44,4125,2935.94,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1756,Klarna,35-44,564,2284.54,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_1757,Sezzle,25-34,7210,2686.92,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1758,Sezzle,18-24,7368,1950.55,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1759,Affirm,18-24,2378,3799.44,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1760,Afterpay,18-24,668,676.08,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1761,Sezzle,35-44,9508,2591.81,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today."
ad_1762,PayPal Pay Later,45-54,155,1036.94,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1763,Zip,25-34,1569,1280.25,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1764,PayPal Pay Later,18-24,1539,3885.55,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1765,Sezzle,25-34,1781,3452.58,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1766,Afterpay,25-34,2716,1137.11,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1767,Sezzle,35-44,3766,4883.68,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_1768,PayPal Pay Later,45-54,11034,4088.31,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_1769,Zip,25-34,3145,3066.05,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1770,Affirm,25-34,17734,2847.12,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1771,Sezzle,45-54,28927,4017.01,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_1772,Klarna,18-24,10003,2550.57,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1773,Affirm,25-34,2929,4409.31,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1774,Sezzle,18-24,1211,2798.55,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1775,Klarna,55-64,12325,1811.44,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1776,Afterpay,45-54,905,952.56,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_1777,Afterpay,18-24,20817,1721.67,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1778,Afterpay,25-34,823,3181.75,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1779,Affirm,25-34,1798,1752.08,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1780,Klarna,25-34,735,3040.82,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1781,Sezzle,18-24,1543,2062.8,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1782,Klarna,18-24,3364,2950.19,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1783,Klarna,18-24,19546,611.69,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now!
ad_1784,Sezzle,18-24,3115,2680.09,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1785,Affirm,25-34,475,3914.89,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1786,Zip,18-24,6742,2076.77,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_1787,Zip,18-24,1034,932.4,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1788,Affirm,18-24,3522,3340.76,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1789,Sezzle,25-34,3649,3612.49,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1790,PayPal Pay Later,18-24,3769,688.73,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1791,Afterpay,18-24,14266,2821.47,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1792,Klarna,25-34,3649,1034.2,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1793,Klarna,25-34,628,310.58,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1794,Sezzle,45-54,10365,750.68,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_1795,Sezzle,18-24,5723,3099.66,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1796,PayPal Pay Later,18-24,1509,1402.98,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1797,Klarna,25-34,3264,4997.51,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1798,Sezzle,25-34,2329,2308.72,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1799,PayPal Pay Later,18-24,2356,4862.22,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1800,Klarna,25-34,3913,1450.93,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1801,Sezzle,18-24,3661,1931.97,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1802,Klarna,65+,3720,2268.73,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_1803,Affirm,35-44,1667,4775.46,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_1804,Zip,18-24,1812,3639.21,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1805,Zip,45-54,7408,4085.14,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_1806,Klarna,18-24,8980,842.97,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_1807,Afterpay,18-24,10070,457.63,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
